Transaction Date,Type,Market,Amount,Rate inc. fee,Rate ex. fee,Fee,Fee AUD (inc GST),GST AUD,Total AUD,Total (inc GST)
8/01/2019 10:50,Sell,DGD/LTC,4,0.527125407,0.532449906,0.021297996222708004 LTC,1.16,0.11,115.12,2.108501626048076 LTC
4/01/2019 0:33,Sell,ADA/GAME,7.05328097,0.33701488,0.340419071,0.024010713535894457 GAME,0,0,0.43,2.3770606400535383 GAME
3/01/2019 16:05,Buy,ADA/AUD,35.05328097,0.064188,0.063552475,0.022277227722772075 AUD,0.02,0,2.25,2.25 AUD
3/01/2019 16:00,Buy,ADA/AUD,1522,0.064223,0.063588816,0.9678217821782198 AUD,0.97,0.09,97.75,97.75 AUD
2/01/2019 0:58,Sell,NEO/ETH,2,0.054163434,0.05471054,0.001094210795992992 ETH,0.21,0.02,20.76,0.108326868803306 ETH
2/01/2019 0:57,Buy,ETH/AUD,0.25717518,194.42,192.4950553,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
2/01/2019 0:52,Sell,DGD/ETH,1,0.125479588,0.126747058,0.0012674705829454347 ETH,0.24,0.02,24.08,0.125479587711599 ETH
2/01/2019 0:51,Sell,BTG/ETH,0.31043956,0.092020525,0.092950025,0.00028855364857244617 ETH,0.06,0.01,5.48,0.028566811208672167 ETH
1/01/2019 14:23,Buy,BTG/AUD,4.31043956,18.2,18.01980198,0.7767326732673325 AUD,0.78,0.07,78.45,78.45 AUD
1/01/2019 14:19,Buy,NEO/AUD,2,10.78,10.67326733,0.21346534653465454 AUD,0.21,0.02,21.56,21.56 AUD
31/12/2018 11:37,Buy,NPXS/AUD,24394.3662,0.00071,0.00070297,0.17148514851485075 AUD,0.17,0.02,17.32,17.32 AUD
31/12/2018 11:35,Buy,XRP/AUD,14.52871622,0.528006,0.523374556,0.07603960396039611 AUD,0.08,0.01,7.68,7.68 AUD
30/12/2018 13:29,Buy,NPXS/AUD,77760.49767,0.000643,0.000636634,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
27/12/2018 23:02,Sell,VET/XRP,3.34772701,0.011269613,0.011383448,0.00038108675839399614 XRP,0,0,0.02,0.037727589081005784 XRP
27/12/2018 21:15,Sell,ONT/XRP,0.73059843,1.578873196,1.59482141,0.011651740184924764 XRP,0.01,0,0.6,1.1535222783075534 XRP
27/12/2018 21:15,Buy,XRP/AUD,34.28003391,0.527129,0.521909901,0.17891089108911018 AUD,0.18,0.02,18.07,18.07 AUD
27/12/2018 21:13,Buy,ONT/AUD,95,0.8623,0.853778009,0.8110891089108918 AUD,0.81,0.07,81.92,81.92 AUD
25/12/2018 17:36,Buy,ONT/AUD,105.7305984,0.9458,0.936435644,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
23/12/2018 23:39,Buy,VET/AUD,337.8280412,0.006897,0.006828713,0.023069306930693312 AUD,0.02,0,2.33,2.33 AUD
23/12/2018 23:39,Buy,ADA/AUD,250,0.063765,0.063168317,0.15792079207920828 AUD,0.16,0.01,15.95,15.95 AUD
23/12/2018 23:37,Buy,TRX/AUD,2000,0.031126,0.030821782,0.6164356435643583 AUD,0.62,0.06,62.26,62.26 AUD
23/12/2018 23:36,Buy,DGD/AUD,0.6,32.42,32.11221122,0.1926732673267324 AUD,0.19,0.02,19.46,19.46 AUD
22/12/2018 2:36,Sell,ICX/VET,0.04139136,52.94822034,53.48305085,0.022137362115254078 VET,0,0,0.01,2.1915988494101697 VET
21/12/2018 23:19,Buy,VET/AUD,6663.328087,0.006989,0.006919802,0.4610891089108904 AUD,0.46,0.04,46.57,46.57 AUD
21/12/2018 23:16,Buy,XLM/AUD,280,0.190789,0.188932107,0.529009900990097 AUD,0.53,0.05,53.43,53.43 AUD
21/12/2018 0:18,Sell,ETH/ICX,0.0001,442.5582385,447.0285238,0.0004470285237698074 ICX,0,0,0.01,0.044255823853211015 ICX
21/12/2018 0:16,Sell,ETH/ICX,0.0004,442.8052844,447.2780651,0.0017891122602168574 ICX,0,0,0.06,0.1771221137614679 ICX
21/12/2018 0:14,Sell,ETH/ICX,0.0008,442.8875229,447.3611343,0.0035788890742285417 ICX,0,0,0.12,0.35431001834862386 ICX
21/12/2018 0:13,Sell,ETH/ICX,0.0001,444.3699916,448.8585774,0.00044885857740585566 ICX,0,0,0.01,0.04443699916317991 ICX
21/12/2018 0:10,Sell,ETH/ICX,0.00002229,444.0398947,448.5251462,0.00009997625508771993 ICX,0,0,0,0.00989764925368421 ICX
21/12/2018 0:05,Sell,DGD/ICX,0.07938079,65.52129323,66.18312448,0.05253668705721015 ICX,0.02,0,1.74,5.20113201866376 ICX
21/12/2018 0:00,Buy,ICX/AUD,294.2102367,0.339893,0.336527723,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
19/12/2018 21:39,Buy,DGD/AUD,2.20458553,22.68,22.45544563,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
19/12/2018 21:29,Buy,DGD/AUD,2.27479526,21.98,21.76237632,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
18/12/2018 14:48,Sell,XLM/ETH,4.74271633,0.001140902,0.001152426,0.000054656299426815956 ETH,0.01,0,0.71,0.005410973643254816 ETH
18/12/2018 14:47,Sell,SRN/ETH,4.73711279,0.000393307,0.00039728,0.000018819599285467385 ETH,0,0,0.25,0.0018631403292612631 ETH
18/12/2018 14:00,Sell,GAS/ETH,0.03426144,0.018863206,0.019053743,0.000006528086862490944 ETH,0,0,0.09,0.0006462805993866031 ETH
18/12/2018 13:43,Buy,ETH/AUD,0.7431629,134.56,133.227723,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
17/12/2018 7:53,Buy,SRN/AUD,384.7371128,0.050554,0.050053465,0.1925742574257434 AUD,0.19,0.02,19.45,19.45 AUD
17/12/2018 7:52,Buy,XVG/AUD,10000,0.008054,0.007975248,0.7975247524752547 AUD,0.8,0.07,80.55,80.55 AUD
15/12/2018 18:11,Buy,XLM/AUD,724.7427163,0.13798,0.136613861,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
15/12/2018 9:18,Buy,ETH/AUD,0.252839,119.76,118.5742628,0.2998019801980192 AUD,0.3,0.03,30.28,30.28 AUD
15/12/2018 9:16,Buy,ZEC/AUD,1,69.72,69.02970297,0.6902970297029754 AUD,0.69,0.06,69.72,69.72 AUD
14/12/2018 6:55,Buy,BTC/AUD,0.02190878,4564.38,4519.188243,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
13/12/2018 22:27,Sell,ADA/ETH,5,0.000328023,0.000331336,0.000016566814470505122 ETH,0,0,0.21,0.0016401146325800001 ETH
13/12/2018 22:26,Sell,SRN/ETH,9.21340439,0.000467734,0.000472459,0.00004352956352688189 ETH,0.01,0,0.54,0.004309426789161345 ETH
13/12/2018 22:25,Buy,ETH/AUD,0.78511423,127.37,126.1089116,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
12/12/2018 8:12,Buy,SRN/AUD,419.2134044,0.061353,0.060745545,0.25465346534653577 AUD,0.25,0.02,25.72,25.72 AUD
12/12/2018 8:08,Buy,DGB/AUD,8146.057441,0.012187,0.012066823,0.9829702970297092 AUD,0.98,0.09,99.28,99.28 AUD
11/12/2018 14:56,Sell,SRN/DGB,0.81372435,4.5792,4.625454545,0.03763844993454546 DGB,0,0,0.05,3.72620654352 DGB
11/12/2018 14:56,Buy,DGB/AUD,1237.755334,0.013169,0.013038614,0.1613861386138602 AUD,0.16,0.01,16.3,16.30 AUD
11/12/2018 14:55,Buy,ZIL/AUD,2000,0.019107,0.018920792,0.3784158415841574 AUD,0.38,0.03,38.22,38.22 AUD
11/12/2018 14:54,Buy,HOT/AUD,73000,0.000623,0.000616845,0.45029702970297336 AUD,0.45,0.04,45.48,45.48 AUD
10/12/2018 14:55,Buy,SRN/AUD,240.8137244,0.069016,0.068332673,0.16455445544554337 AUD,0.16,0.01,16.62,16.62 AUD
10/12/2018 14:53,Buy,BTG/AUD,0.25,17.17000001,17.02970297,0.04257425742574217 AUD,0.04,0,4.3,4.30 AUD
10/12/2018 14:53,Buy,PPT/AUD,5,1.8163,1.8,0.08999999999999986 AUD,0.09,0.01,9.09,9.09 AUD
9/12/2018 12:07,Sell,PPT/DGB,0.10920053,125.6084211,126.877193,0.13855056718596437 DGB,0,0,0.18,13.716506151410528 DGB
9/12/2018 12:06,Sell,XRP/DGB,0.28493034,30.69,31,0.08832840540000042 DGB,0,0,0.12,8.7445121346 DGB
9/12/2018 12:04,Sell,ADA/PPT,0.69758378,0.022898674,0.023129973,0.0001613509432785154 PPT,0,0,0.03,0.015973743384572907 PPT
9/12/2018 12:04,Sell,BTG/PPT,0.00661091,9.001095756,9.092015915,0.0006010649893342171 PPT,0,0,0.11,0.059505433944087534 PPT
9/12/2018 12:02,Sell,NEO/PPT,0.04819277,4.56862679,4.614774536,0.002223987678061007 PPT,0,0,0.39,0.22017478012803982 PPT
9/12/2018 12:01,Buy,PPT/AUD,3.05835675,1.8147,1.796732675,0.05495049504950522 AUD,0.05,0,5.55,5.55 AUD
9/12/2018 12:00,Buy,ICX/AUD,100,0.297057,0.294158416,0.29415841584158287 AUD,0.29,0.03,29.71,29.71 AUD
9/12/2018 11:59,Buy,OMG/AUD,35,1.8494,1.831117397,0.640891089108905 AUD,0.64,0.06,64.73,64.73 AUD
9/12/2018 0:44,Buy,BTG/AUD,5.67536889,17.62,17.44554458,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
7/12/2018 23:13,Buy,ADA/AUD,2435.697584,0.041056,0.040649505,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
7/12/2018 13:48,Sell,LINK/XRP,1.30238276,0.680359801,0.687232123,0.008950392687435138 XRP,0,0,0.36,0.8860888760560798 XRP
7/12/2018 13:47,Sell,LTC/XRP,3,83.13294715,83.97267389,2.5191802168021695 XRP,1.04,0.09,102.47,249.39884146341456 XRP
7/12/2018 11:36,Buy,ETH/AUD,1.15614754,122,120.7920793,1.396534653465352 AUD,1.4,0.13,141.05,141.05 AUD
7/12/2018 11:17,Buy,BCH/AUD,1,148,146.5346535,1.465346534653463 AUD,1.47,0.13,148,148.00 AUD
7/12/2018 11:16,Buy,NEO/AUD,12.04819277,8.30000001,8.218643565,0.99019801980198 AUD,0.99,0.09,100.01,100.01 AUD
7/12/2018 11:13,Buy,LTC/AUD,3,36.98,36.61386139,1.0984158415841563 AUD,1.1,0.1,110.94,110.94 AUD
7/12/2018 7:02,Buy,LINK/AUD,35.30238276,0.34162,0.338237624,0.11940594059405996 AUD,0.12,0.01,12.06,12.06 AUD
7/12/2018 7:01,Buy,MIOTA/AUD,250,0.351919,0.348435644,0.8710891089108941 AUD,0.87,0.08,87.98,87.98 AUD
6/12/2018 5:55,Buy,ETH/AUD,1.04427736,143.64,142.2178218,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
5/12/2018 16:36,Buy,MCO/AUD,30.27917398,3.3026,3.269900991,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
4/12/2018 6:54,Buy,BTG/AUD,4.26075841,23.47,23.23762379,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
4/12/2018 2:17,Buy,PPT/AUD,46.75518982,2.1388,2.117623763,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
3/12/2018 12:15,Sell,DGB/BTG,7.90604276,0.000687562,0.000694507,0.000054908053557601276 BTG,0,0,0.13,0.0054358973022025575 BTG
3/12/2018 12:14,Sell,PPT/BTG,0.77377816,0.090259744,0.091171459,0.0007054648347747244 BTG,0.02,0,1.71,0.06984101864269755 BTG
3/12/2018 12:14,Sell,ETC/BTG,10,0.274520669,0.277293606,0.02772936055171904 BTG,0.68,0.06,67.19,2.7452066946201996 BTG
3/12/2018 10:29,Buy,PPT/AUD,4.75649282,2.3757,2.352178219,0.11188118811881154 AUD,0.11,0.01,11.3,11.30 AUD
3/12/2018 10:28,Buy,EOS/AUD,9.79726715,3.9456,3.906929059,0.38277227722772267 AUD,0.38,0.03,38.66,38.66 AUD
3/12/2018 10:24,Sell,ELA/EOS,7,1.069696319,1.080501333,0.07563509327955042 EOS,0.29,0.03,29.07,7.487874234675498 EOS
3/12/2018 7:53,Sell,ELA/PPT,0.75,1.712388097,1.729684947,0.012972637102156348 PPT,0.03,0,3.17,1.2842910731134793 PPT
3/12/2018 7:36,Buy,PPT/AUD,39.73299427,2.5168,2.491881189,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
1/12/2018 15:51,Buy,EOS/AUD,82.71485862,3.9398,3.900792079,3.2265346534653645 AUD,3.23,0.29,325.88,325.88 AUD
1/12/2018 15:50,Buy,BSV/AUD,1,124.12,122.8910891,1.2289108910891144 AUD,1.23,0.11,124.12,124.12 AUD
30/11/2018 13:44,Buy,NPXS/AUD,99206.34921,0.001008,0.00099802,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
30/11/2018 10:33,Sell,LINK/DGB,0.27144135,23.5738209,23.8119403,0.06463545220746258 DGB,0,0,0.12,6.3989097685388066 DGB
30/11/2018 10:33,Sell,XLM/DGB,0.07862864,11.17665672,11.28955224,0.008876821387462708 DGB,0,0,0.02,0.8788053173588058 DGB
30/11/2018 10:33,Sell,MCO/DGB,0.00088483,156.4525075,158.0328358,0.0013983219411940195 DGB,0,0,0,0.13843387217820893 DGB
30/11/2018 10:32,Sell,WAN/DGB,4.32230416,29.93276786,30.23511905,1.3068538083761894 DGB,0.03,0,2.48,129.37852702924286 DGB
30/11/2018 10:31,Sell,ELA/DGB,0.03175511,212.3032836,214.4477612,0.06809812245970193 DGB,0,0,0.13,6.741714123510449 DGB
30/11/2018 10:30,Sell,MIOTA/DGB,0.00674825,20.7075,20.91666667,0.0014115089583333351 DGB,0,0,0,0.13973938687499998 DGB
30/11/2018 10:30,Sell,ONT/DGB,0.0799385,56.86441791,57.43880597,0.04591571991044763 DGB,0,0,0.09,4.5456562711343285 DGB
30/11/2018 10:30,Sell,XNO/DGB,0.00792079,75.48528358,76.24776119,0.006039425043880553 DGB,0,0,0.01,0.5979030793441791 DGB
30/11/2018 10:29,Sell,VET/DGB,0.88163787,0.363492537,0.367164179,0.0032370584480597153 DGB,0,0,0.01,0.3204687863579106 DGB
30/11/2018 10:29,Buy,DGB/AUD,24.12359492,0.019483,0.019290099,0.004653465346534658 AUD,0,0,0.47,0.47 AUD
30/11/2018 10:28,Buy,XNO/AUD,12.8,1.5255,1.510674505,0.19336633663366243 AUD,0.19,0.02,19.53,19.53 AUD
30/11/2018 7:02,Buy,LINK/AUD,1.41498031,0.508841,0.503802973,0.007128712871287135 AUD,0.01,0,0.72,0.72 AUD
30/11/2018 6:59,Buy,VET/AUD,206,0.007388,0.007353648,0.015148514851485162 AUD,0.02,0,1.53,1.53 AUD
30/11/2018 6:54,Buy,TRX/AUD,300,0.021562,0.021353135,0.06405940594059434 AUD,0.06,0.01,6.47,6.47 AUD
30/11/2018 6:53,Buy,ONT/AUD,4,1.1528,1.143564356,0.04574257425742623 AUD,0.05,0,4.62,4.62 AUD
30/11/2018 6:51,Buy,MIOTA/AUD,32.61999999,0.419956,0.415829443,0.13564356435643532 AUD,0.14,0.01,13.7,13.70 AUD
30/11/2018 6:47,Buy,MCO/AUD,7.16,3.2054,3.174954367,0.2273267326732693 AUD,0.23,0.02,22.96,22.96 AUD
29/11/2018 21:58,Buy,MCO/AUD,28.84088483,3.4673,3.432970298,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
29/11/2018 6:13,Buy,BTC/AUD,0.03314182,6034.67,5974.922378,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
28/11/2018 7:59,Buy,VET/AUD,15994.88164,0.006252,0.006190099,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
27/11/2018 15:23,Buy,MIOTA/AUD,217.3867483,0.381716,0.377936634,0.8215841584158454 AUD,0.82,0.07,82.98,82.98 AUD
27/11/2018 15:21,Buy,GAS/AUD,6,3.0152,2.98679868,0.1792079207920807 AUD,0.18,0.02,18.1,18.10 AUD
27/11/2018 15:20,Buy,XLM/AUD,495,0.19983,0.197859786,0.9794059405940629 AUD,0.98,0.09,98.92,98.92 AUD
27/11/2018 7:06,Buy,ONT/AUD,96.0799385,1.0408,1.03049505,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
27/11/2018 6:56,Buy,WAN/AUD,199.3223042,0.5017,0.496732673,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
26/11/2018 20:59,Buy,BTC/AUD,0.03492861,5519.83,5465.17852,1.908910891089107 AUD,1.91,0.17,192.8,192.80 AUD
26/11/2018 19:55,Sell,BAT/AUD,507.2717404,0.194102,0.196062626,0.9945702964967609 AUD,0.99,0.09,98.46,98.46245935317978 AUD
26/11/2018 19:54,Sell,ZEC/AUD,1,94.34,95.29292929,0.9529292929292978 AUD,0.95,0.09,94.34,94.34 AUD
26/11/2018 17:01,Sell,GAS/DGB,0.00626921,195.0162976,196.9861592,0.012349475989273273 DGB,0,0,0.02,1.2225981229380622 DGB
26/11/2018 17:00,Buy,GAS/AUD,14.00626921,3.3178,3.284950496,0.4600990099009934 AUD,0.46,0.04,46.47,46.47 AUD
26/11/2018 16:59,Buy,ZEC/AUD,1,103.53,102.5049505,1.025049504950502 AUD,1.03,0.09,103.53,103.53 AUD
26/11/2018 6:55,Buy,BAT/AUD,507.2717404,0.197133,0.195181188,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
26/11/2018 6:53,Buy,LINK/AUD,264.856461,0.377563,0.373824752,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
25/11/2018 15:07,Buy,XNO/AUD,87.20792079,1.2625,1.25,1.090099009900996 AUD,1.09,0.1,110.1,110.10 AUD
25/11/2018 14:12,Buy,ETH/AUD,1.01943727,147.14,145.6831684,1.4851485148514882 AUD,1.49,0.14,150,150.00 AUD
25/11/2018 13:55,Buy,XLM/AUD,405.0786286,0.193123,0.191210891,0.7745544554455392 AUD,0.77,0.07,78.23,78.23 AUD
25/11/2018 13:16,Sell,BSV/AUD,1,78.33,79.12121212,0.7912121212121264 AUD,0.79,0.07,78.33,78.33 AUD
23/11/2018 13:59,Sell,SRN/DGB,0.31839501,6.794333333,6.862962963,0.021851331612222413 DGB,0,0,0.03,2.16328182961 DGB
23/11/2018 13:59,Buy,DGB/AUD,410.2564103,0.01599,0.015831683,0.06495049504950501 AUD,0.06,0.01,6.56,6.56 AUD
23/11/2018 13:58,Buy,SRN/AUD,118,0.113896,0.112770599,0.1330693069306932 AUD,0.13,0.01,13.44,13.44 AUD
23/11/2018 13:35,Sell,LINK/SRN,0.68403469,4.085980912,4.127253446,0.028231845317921334 SRN,0,0,0.31,2.7949526864742307 SRN
23/11/2018 13:34,Sell,XRP/SRN,0.27785804,5.00508744,5.055643879,0.014047512992050981 SRN,0,0,0.15,1.3907037862130365 SRN
23/11/2018 13:34,Sell,ADA/XRP,8.37688372,0.101324135,0.102347611,0.008573540380642508 XRP,0,0,0.48,0.8487804976836116 XRP
23/11/2018 13:33,Sell,OMG/XRP,0.16634968,4.040336316,4.081147794,0.006788976295464377 XRP,0,0,0.38,0.6721086532509719 XRP
23/11/2018 13:33,Sell,MCO/XRP,0.40499529,5.284902507,5.338285361,0.021619804277066113 XRP,0.01,0,1.21,2.140360623429527 XRP
23/11/2018 13:33,Sell,ONT/XRP,3.04476978,2.224816727,2.247289623,0.06842479531409396 XRP,0.04,0,3.83,6.7740547360953025 XRP
23/11/2018 13:31,Buy,XRP/AUD,346.5748012,0.577076,0.571362376,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
21/11/2018 15:20,Buy,XRP/AUD,2.06597227,0.605042,0.599051488,0.012376237623762387 AUD,0.01,0,1.25,1.25 AUD
21/11/2018 15:13,Buy,AION/AUD,200,0.244187,0.241782178,0.4835643564356431 AUD,0.48,0.04,48.84,48.84 AUD
21/11/2018 9:29,Buy,ETH/AUD,1.12422709,177.9,176.1386145,1.9801980198019749 AUD,1.98,0.18,200,200.00 AUD
21/11/2018 7:29,Buy,SRN/AUD,878.1327385,0.113878,0.112750495,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
20/11/2018 22:59,Buy,ELA/AUD,7.78175511,4.4977,4.453168322,0.34653465346534773 AUD,0.35,0.03,35,35.00 AUD
20/11/2018 22:56,Buy,BSV/AUD,1,89.17,88.28712871,0.8828712871287081 AUD,0.88,0.08,89.17,89.17 AUD
20/11/2018 22:55,Buy,ETC/AUD,10,7.65,7.574257426,0.7574257425742559 AUD,0.76,0.07,76.5,76.50 AUD
20/11/2018 22:42,Buy,OMG/AUD,36.77822728,2.719,2.692079209,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
20/11/2018 22:41,Buy,GAS/AUD,15,3.5681,3.533333333,0.5300000000000011 AUD,0.53,0.05,53.53,53.53 AUD
20/11/2018 22:40,Buy,NEO/AUD,8,12.46,12.33663366,0.9869306930693114 AUD,0.99,0.09,99.68,99.68 AUD
20/11/2018 22:37,Buy,LINK/AUD,97,0.474433,0.469837705,0.45574257425742815 AUD,0.46,0.04,46.03,46.03 AUD
20/11/2018 8:24,Sell,ZIL/LINK,1.44253849,0.051526386,0.052046854,0.0007507959053133645 LINK,0,0,0.04,0.0743287946260236 LINK
20/11/2018 8:22,Sell,HOT/XRP,942.5287356,0.001095794,0.001106863,0.010432497576903232 XRP,0.01,0,0.68,1.0328172601134231 XRP
20/11/2018 8:20,Sell,DGB/ZIL,18.2239374,0.589072398,0.595022624,0.10843655059276003 ZIL,0,0,0.31,10.735218508683253 ZIL
20/11/2018 8:18,Buy,LINK/AUD,178.6097059,0.559824,0.554281188,0.9899999999999949 AUD,0.99,0.09,99.99,99.99 AUD
20/11/2018 8:17,Buy,ADA/AUD,778.3768837,0.07233001,0.071626581,0.5575247524752456 AUD,0.56,0.05,56.31,56.31 AUD
20/11/2018 8:16,Buy,DGB/AUD,2500,0.01822,0.018039604,0.45099009900989984 AUD,0.45,0.04,45.55,45.55 AUD
20/11/2018 8:15,Buy,ZIL/AUD,2795,0.029651,0.029359358,0.8205940594059342 AUD,0.82,0.07,82.88,82.88 AUD
20/11/2018 8:13,Buy,HOT/AUD,114942.5287,0.00087,0.000861386,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
20/11/2018 8:11,Buy,AION/AUD,400,0.288153,0.285321782,1.1412871287128752 AUD,1.14,0.1,115.27,115.27 AUD
19/11/2018 16:57,Buy,OMG/AUD,28.3881224,3.5226,3.487722773,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
19/11/2018 16:46,Buy,ZIL/AUD,1495.70732,0.033429,0.03309802,0.4950495049504937 AUD,0.5,0.05,50,50.00 AUD
19/11/2018 7:44,Buy,DGB/AUD,4229.223937,0.023645,0.023410891,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
17/11/2018 18:00,Buy,ONT/AUD,53.04476978,1.8852,1.866534654,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
16/11/2018 22:01,Sell,GAS/MCO,0.66098816,0.982580803,0.992505862,0.006560346232073799 MCO,0.03,0,3.45,0.6494742769753026 MCO
16/11/2018 22:00,Sell,HOT/MCO,164.1661666,0.000185127,0.000186997,0.00030698506418073285 MCO,0,0,0.16,0.03039152135389255 MCO
16/11/2018 21:59,Sell,ICX/MCO,33.94896276,0.109240986,0.11034443,0.03746078951606924 MCO,0.2,0.02,19.65,3.7086181620908483 MCO
16/11/2018 21:58,Sell,NEO/XRP,0.38502961,26.41085909,26.67763544,0.10271679571042469 XRP,0.07,0.01,6.61,10.168962775332002 XRP
16/11/2018 21:57,Sell,WAN/MCO,0.21339618,0.175571203,0.177344649,0.0003784467064470651 MCO,0,0,0.2,0.03746622393825958 MCO
16/11/2018 21:56,Sell,ZIL/MCO,28.06083459,0.006697548,0.0067652,0.0018983716252121141 MCO,0.01,0,1,0.18793879089599994 MCO
16/11/2018 21:55,Sell,LINK/MCO,4.62986536,0.130694618,0.132014766,0.006112105905367704 MCO,0.03,0,3.22,0.605098484631397 MCO
16/11/2018 21:41,Sell,XNO/MCO,39.18105456,0.358247038,0.361865695,0.14178279546610817 MCO,0.76,0.07,74.75,14.036496751144714 MCO
16/11/2018 21:38,Sell,ETH/MCO,1,45.14951108,45.60556674,0.4560556674338301 MCO,2.42,0.22,239.48,45.14951107594937 MCO
15/11/2018 7:17,Buy,ETH/AUD,2.02396373,247.04,244.5940595,4.95049504950498 AUD,4.95,0.45,500,500.00 AUD
15/11/2018 7:12,Buy,NEO/AUD,5.38502961,18.57,18.38613864,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
14/11/2018 23:10,Buy,GAS/AUD,15.62085071,6.4017,6.338316832,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
14/11/2018 16:13,Buy,WAN/AUD,82.46742535,1.2126,1.20059406,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
14/11/2018 15:23,Buy,ICX/AUD,133.9489628,0.746553,0.739161386,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
13/11/2018 11:22,Buy,WAN/AUD,76.74597083,1.303,1.29009901,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
13/11/2018 8:01,Sell,ICX/HOT,23.2381565,532.063125,537.4375,124.89056733968755 HOT,0.17,0.02,17.29,12364.166166629062 HOT
12/11/2018 5:56,Buy,ICX/AUD,123.2381565,0.811437,0.80340297,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
10/11/2018 22:25,Buy,XNO/AUD,38.18105456,2.6191,2.593168317,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
9/11/2018 22:30,Buy,ZIL/AUD,2011.060835,0.049725,0.049232673,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
7/11/2018 13:12,Sell,DGB/LINK,5.12956107,0.043725782,0.044167457,0.002265596679067866 LINK,0,0,0.15,0.22429407122771983 LINK
7/11/2018 13:10,Buy,LINK/AUD,36.53662065,0.684245,0.677470297,0.24752475247524686 AUD,0.25,0.02,25,25.00 AUD
7/11/2018 7:13,Buy,LINK/AUD,64.29205164,0.699931,0.69300099,0.44554455445544505 AUD,0.45,0.04,45,45.00 AUD
7/11/2018 7:09,Buy,LINK/AUD,28.576899,0.699866,0.692936634,0.1980198019801982 AUD,0.2,0.02,20,20.00 AUD
1/11/2018 10:12,Buy,BTC/AUD,0.00788478,9011.01,8921.813247,0.7034653465346565 AUD,0.7,0.06,71.05,71.05 AUD
1/11/2018 10:11,Sell,VET/BTC,6907.35194,1.6236E-06,0.00000164,0.00011328057181747564 BTC,1.01,0.09,99.68,0.011214776609930125 BTC
1/11/2018 6:57,Sell,LINK/AUD,100,0.710505,0.717681818,0.7176818181818163 AUD,0.72,0.07,71.05,71.0505 AUD
1/11/2018 6:54,Buy,DGB/AUD,3305.129561,0.030256,0.029956436,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
30/10/2018 22:47,Buy,VET/AUD,6807.35194,0.01469,0.014544554,0.9900990099009874 AUD,0.99,0.09,100,100.00 AUD
30/10/2018 12:52,Sell,MIOTA/BTC,112.5,0.00007029,0.000071,0.00007987500000000008 BTC,0.7,0.06,69.77,0.007907625000000001 BTC
30/10/2018 12:52,Sell,NXS/BTC,100.1856763,0.000108009,0.0001091,0.0001093025728542106 BTC,0.96,0.09,95.48,0.010820954712566791 BTC
30/10/2018 10:06,Sell,MIOTA/NXS,0.5,0.613943326,0.620144774,0.0031007238700564987 NXS,0,0,0.31,0.306971663135593 NXS
30/10/2018 10:05,Sell,LINK/NXS,2.4074281,0.578461335,0.584304379,0.014066707798287448 NXS,0.01,0,1.39,1.3926040720304562 NXS
